bank,user_name,title,date,review,home_banking,security,support,promotions,services,local_presence
hello-bank,Dome,Ottimo conto,20 Agosto 2020,"Sono correntista Hello Bank! da circa 4 anni e come molti ho ricevuto il buono amazon (quello da 250€). Ho provato diversi conti on-line (conto arancio e Che Banca) e devo dire che mi trovo bene. L'APP è ben struttura e pratica nell'utilizzo. È vero, spesso propongono assicurazioni varie ma nel complesso hanno sempre risolto le difficoltà emerse. Inoltre ho carta di credito a costo zero, che non offre nessuno. Per necessità di viaggio in USA hanno concesso l'aumento del Plafond della stessa in meno di due giorni senza andare in banca. È pur vero che il costo è passato da 0€ a 1,30€ ma la comodità della carta di credito in questo prezzo continua a rendere il conto interessante",100,100,80,80,60,80
hello-bank,Luana,Appuntamenti telefonici ripetutamente nom rispettati,19 Giugno 2020,"Ho surrogato il mutuo con Hello Bank circa 3 anni fa, non ricordo di aver avuto particolari intoppi sulla pratica di surroga. All'apertura del conto invece non mi é stato garantito il buono amazon tanto sponsorizzato in fase si attivazione, dopo meno di un anno il conto zero spese è diventato a pagamento 1.30, carta di credito e bancomat si smagnetizzano in continuazione (premetto che ho anche conto e carte con che banca e mi durano anni senza mai necessità si sostituirle).
La cosa piú grave é accaduta quest'anno quando ho richiesto una rinegoziazione del tasso del mutuo a febbraio, da febbraio a maggio si sono susseguiti miei solleciti e una DECINA di appuntamenti presi consulente di nome SORGE che ha ripetutamente mancato gli appuntamenti telefonici. Questo non é un atteggiamento",60,60,20,20,20,20
hello-bank,Antonio,Lasciate perdere...,13 Gennaio 2020,"Il prodotto da me sottoscritto, dai costi particolarmente contenuti, si è poi rivelato tutt'altro che economico a causa dell'eccessiva rigidità procedurale della banca. Inoltre, l'assistenza è del tutto inesistente e quando si ha bisogno di qualcosa occorre veramente correrle dietro!",20,20,20,20,20,20
hello-bank,Andrea,Solita vecchia banca anche online,11 Gennaio 2020,"Visualizzazione dei bonifici non oltre i 14 mesi .… Che fatica tenerli disponibili !!!

Introduzione di € 1.30 mensile per canone

Doppio addebito su circuito Maestro mai successo con altri banche per acquisto online

Se chiedi semplice assistenza ti devono vendere qualcosa",60,60,80,20,40,80
hello-bank,Mauro,Quando mai mi sono affidato a questa banca!,14 Dicembre 2019,"Quando mai mi sono affidato a questa banca per la surroga! A metà settembre ho cominciato la pratica.
Si sono persi parte della documentazione, 10 giorni per l'uscita del perito, dopo l'evasione del tecnico legale sono spariti per 15 giorni, nonostante innumerevoli solleciti a cui non rispondevano o rispondevano a caso, senza che la pratica procedesse.
A fine novembre mi hanno contattato per la stipula fissata per il...16 gennaio 2020! Motivazione: i notai a dicembre vanno in ferie.
Il tutto ovviamente senza sapermi dire che tassi mi applicheranno, perché la campagna per gennaio non è stata ancora rilasciata.
Mando reclamo per il ritardo, chiedendo di mantenermi tasso concordato dati tutti i ritardi accumulati e causati esclusivamente da mancanze della banca.
Sollecito per due settiman",20,20,20,20,20,20
hello-bank,Alessia,Pessimi,02 Dicembre 2019,"Semplicemente imbarazzanti! Dopo 2 mesi che cerco di modificare il mio indirizzo perché mi sono trasferita e stavo aspettando il bancomat nuovo perché in scadenza , ho parlato con almeno 20 persone di Hallo Bank! In 2 mesi e ognuno mi ha detto una cosa diversa MORALE: mi ritrovo senza bancomat e dopo 2 mesi di chiamare mi viene detto che il mio bancomat e’ stata spedito all’indirizzo vecchio già 1 mese e mezzo fa, ma la cosa ancora più schifosa e’ che mi hanno detto che devo rifare io una nuova richiesta. NON SOLO MI HANNO CREATO UN PROBLEMA ENORME MA SE NE LAVANO ANCHE LE MANI!! mai più!!!!",20,20,20,20,20,20
hello-bank,Elia,Indecente,13 Ottobre 2019,"Siamo al limite dell assurdo. Per colpa del sistema di riconoscimento del app hello Bank! che non mi ha riconosciuto per l’accesso sono tre mesi che non riesco ad accedere al conto. Una cosa da vergognarsi. Chiamo ogni giorno il call center e mi promettono che verrò richiamato da dei tecnici che non mi chiamano mai. TRE MESI DI CONTO BLOCCATO PER UN PROBLEMA INFORMATICO LORO!!! Ho aperto svariate segnalazioni, inviato pec di reclamo, mi sono recato presso due filiali BNL ma sembra che nessuno sappia fare il proprio lavoro e rimediare ai propri sbagli. Assolutamente scegliete altre banche online, con hello Bank! se mai dovreste avere un problema non ne uscirete mai dunque dovrete cambiare banca. Risparmiatevi questa inutile perdita di tempo per una banca che non cura i propri clienti!!",20,20,20,40,20,20
hello-bank,Andrea,Da evitare!,07 Marzo 2022,"Conto bloccato da più di tre settimane per un questionario cliente che loro per problemi tecnici non riuscivano a a recepire. Segnalata piu volte l'anomalia ma senza alcun riscontro. Dopo la chiusura mi hanno fissato con un consulente 6 appuntamenti per risolvere la situazione ma non sono mai stato contattato. Call center non in grado di risolvere il problema, con risposte standard e in alcuni casi anche maleducati. Anche in filiale Bnl non sono riusciti ad accedere al conto e mi hanno detto solamente di aspettare non so cosa. Dovrò fare ricorso alla Abf per riavere i miei soldi e per le varie spese e difficoltà che sto affrontando a causa della loro gestione approssimativa. Da evitare!!!",20,20,20,20,20,20
hello-bank,Domenico F.,"L'attivazione è on line, ma poi....",22 Aprile 2021,"L'attivazione è on line, mentre se vuoi andar via ti obbligano ad andare in una sede dotata di cassa (non tutte lo sono).
Ho una prepagata (attivata comodamente on line) scaduta con del credito ""bloccato"" per la quale dovrei fare 100 km per andare alla sede BNL più vicina (non tutte le sedi BNL sono buone)",20,60,20,20,20,20
hello-bank,Florin Irion,Meglio cercare un altra banca,03 Dicembre 2020,"Ho due conti correnti in due banche , le uso tutte due ugualmente ma quando voglio fare qulacosa su Hello Bank quasi non funziona, ""servizio non disponibile al momento"". Per esempio sono 5 giorni che provo a fare un pagamento CBILL , alla fine ho rinunciato e l'ho fatto dall'altra banca.
Una altra cosa che non mi piace è che non si capisce mai cosa sono certi pagamenti, c'è scritto solo pagamento POS.",20,80,60,40,60,60
hello-bank,Dome,Ottimo conto,20 Agosto 2020,"Sono correntista Hello Bank! da circa 4 anni e come molti ho ricevuto il buono amazon (quello da 250€). Ho provato diversi conti on-line (conto arancio e Che Banca) e devo dire che mi trovo bene. L'APP è ben struttura e pratica nell'utilizzo. È vero, spesso propongono assicurazioni varie ma nel complesso hanno sempre risolto le difficoltà emerse. Inoltre ho carta di credito a costo zero, che non offre nessuno. Per necessità di viaggio in USA hanno concesso l'aumento del Plafond della stessa in meno di due giorni senza andare in banca. È pur vero che il costo è passato da 0€ a 1,30€ ma la comodità della carta di credito in questo prezzo continua a rendere il conto interessante",100,100,80,80,60,80
hello-bank,Luana,Appuntamenti telefonici ripetutamente nom rispettati,19 Giugno 2020,"Ho surrogato il mutuo con Hello Bank circa 3 anni fa, non ricordo di aver avuto particolari intoppi sulla pratica di surroga. All'apertura del conto invece non mi é stato garantito il buono amazon tanto sponsorizzato in fase si attivazione, dopo meno di un anno il conto zero spese è diventato a pagamento 1.30, carta di credito e bancomat si smagnetizzano in continuazione (premetto che ho anche conto e carte con che banca e mi durano anni senza mai necessità si sostituirle).
La cosa piú grave é accaduta quest'anno quando ho richiesto una rinegoziazione del tasso del mutuo a febbraio, da febbraio a maggio si sono susseguiti miei solleciti e una DECINA di appuntamenti presi consulente di nome SORGE che ha ripetutamente mancato gli appuntamenti telefonici. Questo non é un atteggiamento",60,60,20,20,20,20
hello-bank,Antonio,Lasciate perdere...,13 Gennaio 2020,"Il prodotto da me sottoscritto, dai costi particolarmente contenuti, si è poi rivelato tutt'altro che economico a causa dell'eccessiva rigidità procedurale della banca. Inoltre, l'assistenza è del tutto inesistente e quando si ha bisogno di qualcosa occorre veramente correrle dietro!",20,20,20,20,20,20
hello-bank,Andrea,Solita vecchia banca anche online,11 Gennaio 2020,"Visualizzazione dei bonifici non oltre i 14 mesi .… Che fatica tenerli disponibili !!!

Introduzione di € 1.30 mensile per canone

Doppio addebito su circuito Maestro mai successo con altri banche per acquisto online

Se chiedi semplice assistenza ti devono vendere qualcosa",60,60,80,20,40,80
hello-bank,Mauro,Quando mai mi sono affidato a questa banca!,14 Dicembre 2019,"Quando mai mi sono affidato a questa banca per la surroga! A metà settembre ho cominciato la pratica.
Si sono persi parte della documentazione, 10 giorni per l'uscita del perito, dopo l'evasione del tecnico legale sono spariti per 15 giorni, nonostante innumerevoli solleciti a cui non rispondevano o rispondevano a caso, senza che la pratica procedesse.
A fine novembre mi hanno contattato per la stipula fissata per il...16 gennaio 2020! Motivazione: i notai a dicembre vanno in ferie.
Il tutto ovviamente senza sapermi dire che tassi mi applicheranno, perché la campagna per gennaio non è stata ancora rilasciata.
Mando reclamo per il ritardo, chiedendo di mantenermi tasso concordato dati tutti i ritardi accumulati e causati esclusivamente da mancanze della banca.
Sollecito per due settiman",20,20,20,20,20,20
hello-bank,Alessia,Pessimi,02 Dicembre 2019,"Semplicemente imbarazzanti! Dopo 2 mesi che cerco di modificare il mio indirizzo perché mi sono trasferita e stavo aspettando il bancomat nuovo perché in scadenza , ho parlato con almeno 20 persone di Hallo Bank! In 2 mesi e ognuno mi ha detto una cosa diversa MORALE: mi ritrovo senza bancomat e dopo 2 mesi di chiamare mi viene detto che il mio bancomat e’ stata spedito all’indirizzo vecchio già 1 mese e mezzo fa, ma la cosa ancora più schifosa e’ che mi hanno detto che devo rifare io una nuova richiesta. NON SOLO MI HANNO CREATO UN PROBLEMA ENORME MA SE NE LAVANO ANCHE LE MANI!! mai più!!!!",20,20,20,20,20,20
hello-bank,Elia,Indecente,13 Ottobre 2019,"Siamo al limite dell assurdo. Per colpa del sistema di riconoscimento del app hello Bank! che non mi ha riconosciuto per l’accesso sono tre mesi che non riesco ad accedere al conto. Una cosa da vergognarsi. Chiamo ogni giorno il call center e mi promettono che verrò richiamato da dei tecnici che non mi chiamano mai. TRE MESI DI CONTO BLOCCATO PER UN PROBLEMA INFORMATICO LORO!!! Ho aperto svariate segnalazioni, inviato pec di reclamo, mi sono recato presso due filiali BNL ma sembra che nessuno sappia fare il proprio lavoro e rimediare ai propri sbagli. Assolutamente scegliete altre banche online, con hello Bank! se mai dovreste avere un problema non ne uscirete mai dunque dovrete cambiare banca. Risparmiatevi questa inutile perdita di tempo per una banca che non cura i propri clienti!!",20,20,20,40,20,20
hello-bank,Andrea,Da evitare!,07 Marzo 2022,"Conto bloccato da più di tre settimane per un questionario cliente che loro per problemi tecnici non riuscivano a a recepire. Segnalata piu volte l'anomalia ma senza alcun riscontro. Dopo la chiusura mi hanno fissato con un consulente 6 appuntamenti per risolvere la situazione ma non sono mai stato contattato. Call center non in grado di risolvere il problema, con risposte standard e in alcuni casi anche maleducati. Anche in filiale Bnl non sono riusciti ad accedere al conto e mi hanno detto solamente di aspettare non so cosa. Dovrò fare ricorso alla Abf per riavere i miei soldi e per le varie spese e difficoltà che sto affrontando a causa della loro gestione approssimativa. Da evitare!!!",20,20,20,20,20,20
hello-bank,Domenico F.,"L'attivazione è on line, ma poi....",22 Aprile 2021,"L'attivazione è on line, mentre se vuoi andar via ti obbligano ad andare in una sede dotata di cassa (non tutte lo sono).
Ho una prepagata (attivata comodamente on line) scaduta con del credito ""bloccato"" per la quale dovrei fare 100 km per andare alla sede BNL più vicina (non tutte le sedi BNL sono buone)",20,60,20,20,20,20
hello-bank,Florin Irion,Meglio cercare un altra banca,03 Dicembre 2020,"Ho due conti correnti in due banche , le uso tutte due ugualmente ma quando voglio fare qulacosa su Hello Bank quasi non funziona, ""servizio non disponibile al momento"". Per esempio sono 5 giorni che provo a fare un pagamento CBILL , alla fine ho rinunciato e l'ho fatto dall'altra banca.
Una altra cosa che non mi piace è che non si capisce mai cosa sono certi pagamenti, c'è scritto solo pagamento POS.",20,80,60,40,60,60
hello-bank,Dome,Ottimo conto,20 Agosto 2020,"Sono correntista Hello Bank! da circa 4 anni e come molti ho ricevuto il buono amazon (quello da 250€). Ho provato diversi conti on-line (conto arancio e Che Banca) e devo dire che mi trovo bene. L'APP è ben struttura e pratica nell'utilizzo. È vero, spesso propongono assicurazioni varie ma nel complesso hanno sempre risolto le difficoltà emerse. Inoltre ho carta di credito a costo zero, che non offre nessuno. Per necessità di viaggio in USA hanno concesso l'aumento del Plafond della stessa in meno di due giorni senza andare in banca. È pur vero che il costo è passato da 0€ a 1,30€ ma la comodità della carta di credito in questo prezzo continua a rendere il conto interessante",100,100,80,80,60,80
hello-bank,Luana,Appuntamenti telefonici ripetutamente nom rispettati,19 Giugno 2020,"Ho surrogato il mutuo con Hello Bank circa 3 anni fa, non ricordo di aver avuto particolari intoppi sulla pratica di surroga. All'apertura del conto invece non mi é stato garantito il buono amazon tanto sponsorizzato in fase si attivazione, dopo meno di un anno il conto zero spese è diventato a pagamento 1.30, carta di credito e bancomat si smagnetizzano in continuazione (premetto che ho anche conto e carte con che banca e mi durano anni senza mai necessità si sostituirle).
La cosa piú grave é accaduta quest'anno quando ho richiesto una rinegoziazione del tasso del mutuo a febbraio, da febbraio a maggio si sono susseguiti miei solleciti e una DECINA di appuntamenti presi consulente di nome SORGE che ha ripetutamente mancato gli appuntamenti telefonici. Questo non é un atteggiamento",60,60,20,20,20,20
